obec,kraj,odberatelu,mist,lokalit,vykon,teplo_mnozstvi,teplo_cena,uhli,pod_uhli,plyn,pod_plyn,biomasa,pod_biomasa,olej,pod_olej,ostatni,pod_ostatni
Hořice na Šumavě,C,3,8,1,0.802,4537.0,662.6,4537.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hořovice,S,37,39,3,11.030999999999999,33161.0,526.781079279877,0.0,0.0,33161.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoštka,U,3,3,1,0.22899999999999998,1121.0,677.32,0.0,0.0,1121.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hrabyně,T,14,7,2,7.003,35285.0,313.9408754428227,0.0,0.0,35285.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hradec Králové,H,874,1587,11,0.65,941416.0,496.9499225953245,938615.5089000001,0.9970252352838704,2143.0,0.0022763581668465375,0.0,0.0,657.4911000000001,0.0006984065492832075,0.0,0.0
"Hradec Králové Pardubice Chrudim Rybitví Lázně Bohdaneč 
Opatovice nad Labem Čeperka","E,H",1921,2617,1,1302.2,3294916.0,445.1235829623578,3292609.5587999998,0.9993,0.0,0.0,0.0,0.0,2306.4412,0.0007000000000000001,0.0,0.0
Hradec nad Moravicí,T,11,31,1,2.49,7140.0,551.9778151260504,0.0,0.0,7140.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hranice,M,63,99,3,49.717,100007.0,535.919364344496,44579.0,0.4457587968842181,55428.0,0.5542412031157818,0.0,0.0,0.0,0.0,0.0,0.0
Hranice na Moravě,M,1,1,1,0.081,248.0,349.97,0.0,0.0,248.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hranice u Aše,K,20,23,2,4.037,13011.0,533.1063131196679,0.0,0.0,13011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hrob,U,1,4,1,1.08,1564.0,516.0630690537084,0.0,0.0,1564.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hrotovice,J,4,9,1,0.8240000000000001,7058.0,287.5,0.0,0.0,0.0,0.0,7058.0,1.0,0.0,0.0,0.0,0.0
Hrádek nad Nisou,L,31,34,2,5.675,22069.0,509.5578440346187,0.0,0.0,22069.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hrádek u Rokycan,P,12,15,3,2.8890000000000002,6695.0,569.5153756534727,0.0,0.0,6695.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hulín,Z,33,46,1,5.995,23716.0,522.354738151459,0.0,0.0,23383.976000000002,0.9860000000000001,332.024,0.014,0.0,0.0,0.0,0.0
Humpolec,J,36,73,4,11.277999999999999,51912.0,449.0127666050239,0.0,0.0,51912.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Husinec,C,23,59,3,10.129,19115.0,637.3901721161391,0.0,0.0,19115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hustopeče,B,13,25,6,7.991,13954.0,554.7132736133008,0.0,0.0,13954.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Huzová,M,9,6,1,0.6,3343.0,457.94,3343.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hříšice,C,11,12,1,1.237,1401.0,272.0,0.0,0.0,0.0,0.0,1401.0,1.0,0.0,0.0,0.0,0.0
Ivančice,B,63,85,3,12.975999999999997,47051.0,553.9739365794563,0.0,0.0,47051.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jablonec nad Nisou,L,130,200,6,36.75200000000001,196136.0,536.6155255536976,0.0,0.0,196136.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jablonné v Podještědí,L,1,1,1,0.255,1318.0,378.73,0.0,0.0,1318.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jablunkov,T,24,58,2,4.725,29862.0,369.5209222423146,0.0,0.0,29862.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamartice,T,1,1,1,0.08,701.0,322.02,701.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Janov nad Nisou,L,1,1,1,0.11900000000000001,258.0,723.14,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1.0,0.0,0.0
Janovice u Rýmařova,T,3,4,1,0.21,1276.0,367.94,1276.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Janské Lázně,H,5,7,4,0.32,1804.0,609.3219179600887,986.265,0.546710088691796,2.5109999999999997,0.0013919068736141906,404.54999999999995,0.22425166297117513,410.8135,0.22772366962305984,0.0,0.0
Jaroměr,H,1,8,1,1.168,437.0,519.67,0.0,0.0,437.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaroměř,H,54,68,23,28.817,191932.0,365.3481062563825,0.0,0.0,166561.8712,0.8678170977221099,25370.1288,0.1321829022778901,0.0,0.0,0.0,0.0
Javorník,M,1,1,1,0.168,423.0,408.73999999999995,0.0,0.0,423.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jemnice,J,3,6,1,1.5130000000000001,4430.0,784.7111286681716,0.0,0.0,3884.667,0.8769,545.3330000000001,0.12310000000000001,0.0,0.0,0.0,0.0
Jesenice,S,11,14,3,1.4290000000000003,4326.0,519.8766296809986,3138.0,0.7253814147018031,0.0,0.0,0.0,0.0,1188.0,0.27461858529819694,0.0,0.0
Jesenice u Rakovníka,S,9,16,1,1.0659999999999998,1356.0,484.15000000000003,1356.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeseník,M,39,71,7,16.816000000000003,36871.0,547.714991999132,0.0,0.0,36555.455799999996,0.9914419408206991,315.5442,0.008558059179300805,0.0,0.0,0.0,0.0
Jevíčko,E,2,1,1,0.7,4911.0,253.0,0.0,0.0,0.0,0.0,4911.0,1.0,0.0,0.0,0.0,0.0
Jezbořice,E,1,1,1,0.57,5372.0,217.8,0.0,0.0,0.0,0.0,5372.0,1.0,0.0,0.0,0.0,0.0
Jihlava,J,255,342,28,61.813,271817.0,561.7280103893428,0.0,0.0,237728.75720000002,0.8745912036406848,27749.728800000004,0.10208974714605784,0.0,0.0,6338.514,0.023319049213257448
Jilemnice,L,33,49,6,8.495,34996.0,474.196605040576,0.0,0.0,27895.0,0.7970910961252715,6473.3,0.18497256829351927,627.7,0.017936335581209283,0.0,0.0
Jince,S,4,4,1,0.36,762.0,779.8999999999999,0.0,0.0,762.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jindřichov,T,1,4,1,0.38,1662.0,463.44999999999993,0.0,0.0,1662.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jindřichův Hradec,C,204,262,5,73.291,244968.0,488.4019879739395,0.0,0.0,21865.969999999998,0.08926051565918813,223102.03,0.9107394843408119,0.0,0.0,0.0,0.0
Jičín,H,114,130,3,28.911,94820.0,548.8325983969627,0.0,0.0,94820.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jáchymov,K,1,19,1,14.217,63551.0,483.492133719375,0.0,0.0,63551.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jílové,U,26,38,2,10.245999999999999,23214.0,598.8356129921599,0.0,0.0,23214.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jílové u Držkova,L,2,2,1,0.542,7225.0,39.57,0.0,0.0,0.0,0.0,7225.0,1.0,0.0,0.0,0.0,0.0
Jílové u Prahy,S,3,3,1,0.872,2926.0,572.82,0.0,0.0,2926.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kadaň,U,271,348,3,0.0,656048.0,400.47607912835645,655391.952,0.9990000000000001,656.0480000000001,0.0010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
Kamenice,J,1,1,1,1.148,5275.0,181.5,0.0,0.0,0.0,0.0,5275.0,1.0,0.0,0.0,0.0,0.0
Kamenice nad Lipou,J,21,46,2,4.497,32552.0,395.78077383878104,2288.7927,0.07031189174244286,30155.608399999997,0.9263826615876136,0.0,0.0,0.0,0.0,105.6576,0.0032458097812730403
Kamenický Šenov,L,4,16,2,15.073,29915.0,318.7697158616079,0.0,0.0,29915.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaplice,C,78,96,1,15.431,45320.0,648.4440675198588,45320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kardašova Řečice,C,137,137,1,5.0,9148.0,528.33,0.0,0.0,0.0,0.0,9148.0,1.0,0.0,0.0,0.0,0.0
Karlova Studánka,T,54,13,1,2.353,1939.0,424.09211964930375,0.0,0.0,1939.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Karlovy Vary,K,912,994,16,25.116,873686.0,566.5883269733063,536090.28,0.6135960516707376,30723.377700000005,0.035165239800111256,0.0,0.0,0.0,0.0,306872.3423000002,0.3512387085291514
Karolinka,Z,69,40,29,3.9639999999999986,13289.0,537.3580924072542,0.0,0.0,13289.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Karpentná,T,2,5,1,0.85,1175.0,730.96,0.0,0.0,0.0,0.0,1175.0,1.0,0.0,0.0,0.0,0.0
Karviná,T,18,38,8,106.882,391309.0,480.9990519768265,265255.32519999996,0.6778666608741428,7930.607,0.02026686582726183,432.015,0.0011040252077003084,0.0,0.0,117691.0528,0.3007624480908949
Karviná DIN,T,1,2,1,0.147,611.0,549.66,0.0,0.0,611.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Karviná a Havířov,T,664,2310,1,437.154,1968684.0,497.1293249399091,1846625.592,0.938,6890.393999999999,0.0034999999999999996,14765.13,0.0075,0.0,0.0,100402.88399999999,0.051
Kaznějov,P,24,31,4,5.082000000000001,30060.0,458.57720226214235,0.0,0.0,30060.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kašperské Hory,P,210,200,1,4.0,22030.0,445.41,0.0,0.0,0.0,0.0,22030.0,1.0,0.0,0.0,0.0,0.0
Kdyně,P,21,65,2,45.6,73095.0,526.4452626034613,73095.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kladno,S,482,714,9,979.965,1520128.0,464.7163316049701,1485987.7262000002,0.9775411848212783,32205.795299999998,0.021186239119337317,0.0,0.0,1934.4785,0.001272576059384473,0.0,0.0
Kladruby,S,45,47,2,0.9520000000000001,13009.0,212.38840187562454,0.0,0.0,9792.0,0.7527096625413175,3217.0,0.24729033745868245,0.0,0.0,0.0,0.0
Klatovy,P,183,206,4,64.44,154506.0,584.1698610409951,104856.87959999999,0.6786589491670225,32914.720199999996,0.2130319871072968,0.0,0.0,16719.3648,0.10821175099996116,0.0,0.0
Klecany,S,1,1,1,0.63,1919.0,636.0299999999999,0.0,0.0,1919.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Klest,K,1,1,1,1.251,7118.0,180.0,0.0,0.0,0.0,0.0,7118.0,1.0,0.0,0.0,0.0,0.0
Klimkovice,T,6,6,6,1.8420000000000003,14015.0,231.80470424545135,0.0,0.0,14015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Klopina,M,5,7,1,1.788,7762.0,220.0,0.0,0.0,0.0,0.0,7762.0,1.0,0.0,0.0,0.0,0.0
Kloužovice,C,58,58,2,1.62,9148.0,167.9492785308264,0.0,0.0,0.0,0.0,9148.0,1.0,0.0,0.0,0.0,0.0
Klučenice,S,23,25,1,0.703,1941.0,276.0,0.0,0.0,0.0,0.0,1941.0,1.0,0.0,0.0,0.0,0.0
Klášterec nad Ohří,U,82,129,1,0.0,136045.0,568.43,135500.82,0.996,204.0675,0.0015,299.29900000000004,0.0022,40.8135,0.0003,0.0,0.0
Kněžice,S,161,161,1,1.605,8762.0,287.5,0.0,0.0,0.0,0.0,8762.0,1.0,0.0,0.0,0.0,0.0
Kobyly,L,1,1,1,0.25,360.0,776.8900000000001,0.0,0.0,0.0,0.0,0.0,0.0,360.0,1.0,0.0,0.0
Kojetin,M,7,7,1,22.0,297.0,300.0,297.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kojetín,M,40,76,3,9.847999999999999,30602.0,507.48539311156134,0.0,0.0,22756.2911,0.7436210411084242,7845.7089,0.2563789588915757,0.0,0.0,0.0,0.0
Koloveč,P,2,2,1,0.3,1217.0,740.338931799507,0.0,0.0,1217.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolín,S,471,573,7,249.541,1022625.0,426.80805192519244,818410.3821000002,0.8003035150715073,22480.101899999998,0.021982742354235422,0.0,0.0,0.0,0.0,181660.5568,0.17764141967974575
Komořany,U,1,3,1,1076.0,1607264.0,278.36,1605656.7360000003,0.9990000000000002,1607.2640000000001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
Konojedy,U,2,2,2,0.18,891.0,1027.3330976430977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.0,1.0
Kopřivnice,T,122,237,8,197.29200000000003,531560.0,415.4953574384829,320434.8258,0.602819673790353,71096.0144,0.13374974490179847,139978.626,0.2633355143351644,0.0,0.0,0.0,0.0
Kosova Hora,S,2,2,1,0.924,105.0,290.0,0.0,0.0,0.0,0.0,105.0,1.0,0.0,0.0,0.0,0.0
Kostelec nad Labem,S,2,6,1,0.57,2664.0,495.03,0.0,0.0,2664.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kostelec nad Orlicí,H,7,8,4,2.4450000000000003,6533.0,545.0259207102403,0.0,0.0,5404.0,0.8271850604622685,1129.0,0.17281493953773153,0.0,0.0,0.0,0.0
Kostelec nad Černými lesy,S,5,6,2,3.25,3583.0,723.4577588612894,0.0,0.0,0.0,0.0,0.0,0.0,3583.0,1.0,0.0,0.0
Kouty,J,17,18,1,0.7829999999999999,840.0,313.95,0.0,0.0,0.0,0.0,798.0,0.95,42.0,0.05,0.0,0.0
Kovářská,U,10,30,3,3.342,20377.0,669.657563920106,316.35130000000004,0.015524920253226679,0.0,0.0,18909.6094,0.9279878981204299,1151.0393,0.05648718162634342,0.0,0.0
Kozlovice,T,1,1,1,0.09,302.0,470.06999999999994,0.0,0.0,302.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kozolupy,P,1,2,1,0.16699999999999998,399.0,468.78000000000003,0.0,0.0,399.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kožichovice,J,1,1,1,0.379,553.0,242.0,0.0,0.0,0.0,0.0,553.0,1.0,0.0,0.0,0.0,0.0
Krahulov,J,1,1,1,1.249,2961.0,330.0,0.0,0.0,0.0,0.0,2961.0,1.0,0.0,0.0,0.0,0.0
Krajková,K,6,6,1,0.34,2580.0,609.4768720930233,2580.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kralovice,P,57,44,3,6.866999999999999,19971.0,548.8872920735066,0.0,0.0,19971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kralupy nad Vltavou,S,151,251,7,512.4,4862893.0,282.3506148253725,0.0,0.0,3501533.7544000004,0.7200515730862267,0.0,0.0,4981.4999,0.0010243901932450498,1356377.7457,0.2789240367205283
Kraslice,K,46,68,4,14.889,76005.0,429.32218261956456,0.0,0.0,76005.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Krnov,T,292,624,4,101.316,338241.0,449.5197383522399,83167.147,0.24588133017582137,15254.4595,0.045099380323497154,239819.39349999998,0.7090192895006814,0.0,0.0,0.0,0.0
Kroměříž,Z,2,2,2,1.1400000000000001,1442.0,604.1897919556171,0.0,0.0,1442.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Krupka,U,25,104,4,18.266,68272.0,490.84775705999533,745.4909999999999,0.010919425240215606,61720.509000000005,0.9040383905554255,5806.0,0.08504218420435904,0.0,0.0,0.0,0.0
Královské Poříčí,K,19,37,1,0.0,9972.0,602.8542478941035,6308.2872,0.6325999999999999,63.8208,0.0063999999999999994,0.0,0.0,0.0,0.0,3599.8920000000003,0.36100000000000004
Krásná Lípa,U,3,11,1,2.8,6827.0,559.57,0.0,0.0,6827.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kunovice,Z,4,16,1,2.151,6143.0,357.64,0.0,0.0,6143.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kunín  BDD,T,1,1,1,0.14400000000000002,314.0,479.71,0.0,0.0,314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kunčina,E,5,5,2,1.6239999999999999,996.0,127.39,0.0,0.0,0.0,0.0,996.0,1.0,0.0,0.0,0.0,0.0
Kunštát,B,1,2,1,0.78,1976.0,589.95,0.0,0.0,1976.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kutná Hora,S,80,112,5,83.27,293807.0,453.78185846491067,811.0,0.002760315445173192,12013.9631,0.04089066325853367,280982.0369,0.9563490212962932,0.0,0.0,0.0,0.0
Kuřim,B,29,29,29,6.0870000000000015,23129.0,421.6380664966059,0.0,0.0,23129.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kvasiny,H,1,1,1,4.476,72223.0,373.37,0.0,0.0,72223.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyjov,B,111,120,3,54.576,131479.0,429.32217137337517,0.0,0.0,37617.2017,0.2861080606028339,0.0,0.0,0.0,0.0,93861.7983,0.713891939397166
Kynšperk nad Ohří,K,10,15,1,1.79,7213.0,560.98,0.0,0.0,7213.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyselka,K,1,1,1,7.57,710.0,597.17,0.0,0.0,710.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Káraný,S,1,4,1,0.6,780.0,552.0,0.0,0.0,780.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Křišťanovice,T,1,2,1,0.16,1414.0,402.64,1414.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Křižany,L,1,1,1,0.5,834.0,289.26,0.0,0.0,0.0,0.0,834.0,1.0,0.0,0.0,0.0,0.0
Křovoklát,S,4,4,1,0.28,1121.0,741.26,0.0,0.0,0.0,0.0,0.0,0.0,1121.0,1.0,0.0,0.0
Lanškroun,E,23,37,12,8.369,26807.0,513.2055563845265,0.0,0.0,26807.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ledeč nad Sázavou,J,40,47,2,8.754999999999999,29414.0,650.9384826953152,23157.0,0.7872781668593187,6257.0,0.2127218331406813,0.0,0.0,0.0,0.0,0.0,0.0
Ledvice,U,98,147,3,2210.672,1432315.0,283.59833565940454,1090164.9271000002,0.761120931568824,342150.0729,0.23887906843117612,0.0,0.0,0.0,0.0,0.0,0.0
Lenora,C,3,5,2,0.662,2146.0,514.3454240447344,0.0,0.0,2146.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Leskovec nad Moravicí,T,6,6,1,0.505,1218.0,968.01,1218.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lesná,P,9,8,1,0.5,2142.0,752.0,2142.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Letohrad,E,6,7,1,3.156,10231.0,706.0999999999999,0.0,0.0,10231.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Letovice,B,7,9,1,2.82,5119.0,651.32,0.0,0.0,5119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lhenice,C,6,9,4,1.48,4266.0,577.9300586029067,0.0,0.0,4266.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Libavské Údolí,K,8,8,1,0.774,3296.0,578.03,0.0,0.0,3296.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Liberec,L,530,705,30,247.643,1327007.0,435.4350868533474,0.0,0.0,374280.2172,0.28204841210332726,191.61379999999997,0.00014439547040821936,862.5861,0.0006500237753078921,951671.1936000001,0.7171561217084764
Libina,M,6,21,2,1.592,4640.0,589.2601077586206,695.085,0.14980280172413793,3944.915,0.850197198275862,0.0,0.0,0.0,0.0,0.0,0.0
Libochovice,U,11,19,2,3.238,14934.0,641.129246685416,0.0,0.0,14934.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Libouchec,U,1,1,1,2.053,3229.0,1279.1,0.0,0.0,1636.4572,0.5068,1592.5428,0.49319999999999997,0.0,0.0,0.0,0.0
Libčice,S,3,6,1,0.865,3504.0,630.76,0.0,0.0,3504.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Liběchov,S,4,4,1,0.361,908.0,830.4,0.0,0.0,0.0,0.0,0.0,0.0,908.0,1.0,0.0,0.0
Liběšice,U,3,3,1,0.26,1287.0,564.5,0.0,0.0,1287.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipno nad Vltavou,C,1,1,1,0.10800000000000001,316.0,566.27,0.0,0.0,316.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipník nad Bečvou,M,30,51,6,5.952,40765.0,513.1629760824236,0.0,0.0,40765.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Litomyšl,E,23,31,4,6.941000000000001,16298.0,571.6471916799608,0.0,0.0,16298.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Litoměřice,U,292,319,10,43.566,273492.0,553.210548425548,268528.0,0.9818495604990274,4581.0,0.016750032907726736,0.0,0.0,0.0,0.0,383.0,0.001400406593245872
Litovel,M,47,118,2,17.816,52049.0,515.9144429287786,0.0,0.0,52049.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Litvínov,U,343,455,6,1386.0979999999997,2839327.0,294.93955208751936,2534262.9842000003,0.8925576322135493,10873.600799999998,0.0038296401929048675,1041.382,0.0003667707171452954,0.0,0.0,293149.033,0.10324595687640063
Lišov,C,9,12,2,1.486,7256.0,577.2949683020948,0.0,0.0,7256.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Loket,K,7,19,1,1.371,8543.0,475.01,0.0,0.0,8481.4904,0.9928,61.5096,0.0072,0.0,0.0,0.0,0.0
Lomnice nad Popelkou,L,14,23,2,3.741,12007.0,437.77997168318484,0.0,0.0,12007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Louny,U,156,167,5,35.77,149540.0,538.7774020329009,0.0,0.0,149529.73619999998,0.9999313641834959,10.263800000000002,6.863581650394544e-05,0.0,0.0,0.0,0.0
Loučka,M,1,1,1,0.1,241.0,713.0,241.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loučná nad Desnou,M,7,7,1,1.564,3172.0,587.2855233291299,0.0,0.0,3172.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Loučovice,C,1,2,1,40.0,449201.0,11.5,0.0,0.0,0.0,0.0,449201.0,1.0,0.0,0.0,0.0,0.0
Loučovice č.  C,,13,13,1,1.33,5941.0,633.46,0.0,0.0,5941.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lovosice,U,112,127,3,267.908,1204068.0,273.9958694691662,814570.5137999998,0.6765153743808487,22863.0158,0.018988143360673983,0.0,0.0,74.0,6.145832295185986e-05,366560.4704,0.30443502393552524
Lubnice,B,1,1,1,0.099,173.0,434.2699999999999,0.0,0.0,173.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Luby,K,7,23,1,5.061,14318.0,566.1488140801788,0.0,0.0,14318.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Luhačovice,Z,1,1,1,1.274,11801.0,239.74,0.0,0.0,11801.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lutin,M,8,16,1,3.862,10260.0,641.9617612085771,0.0,0.0,10260.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Luštěnice,S,7,31,1,2.609,10124.0,406.85,0.0,0.0,10124.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Luže,E,56,21,1,12.42,2809.0,571.55,0.0,0.0,2359.8409,0.8401000000000001,0.0,0.0,0.0,0.0,449.1591,0.15990000000000001
Lysá nad Labem,S,38,41,1,6.303999999999999,27012.0,537.183951206871,0.0,0.0,27012.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lánov,H,4,1,1,0.696,5336.0,350.0,0.0,0.0,0.0,0.0,5336.0,1.0,0.0,0.0,0.0,0.0
Lázně Bohdaneč,E,1,5,1,0.0,1669.0,680.87,1667.8317000000002,0.9993000000000001,0.0,0.0,0.0,0.0,1.1683000000000001,0.0007000000000000001,0.0,0.0
Lázně Kynžvart,K,12,12,1,2.43,10560.0,551.68,0.0,0.0,10560.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lázně Libverda,L,1,5,1,5.8,11822.0,421.7767577398071,0.0,0.0,11822.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Líně,P,6,6,6,0.31200000000000006,1039.0,678.9028777670839,0.0,0.0,1039.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lípa,J,2,4,1,0.5770000000000001,4053.0,278.0,0.0,0.0,0.0,0.0,4053.0,1.0,0.0,0.0,0.0,0.0
Manětin,P,4,10,4,0.6460000000000001,2063.0,653.1933107125546,2063.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariánské Lázně,K,214,411,7,51.424,251496.0,607.4415467442824,1018.4639999999999,0.0040496230556350795,80960.4735,0.32191555134077676,168935.8129,0.6717236572351051,0.0,0.0,581.2496000000001,0.002311168368482998
Martiněves,U,1,1,1,0.126,263.0,591.08,0.0,0.0,263.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mašťov,U,5,5,1,0.75,3290.0,599.39,3290.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meziboří,U,1,1,1,3.99,36159.0,204.84,0.0,0.0,36159.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Meziboří u Litvínova,U,84,110,1,17.365,75238.0,548.42,0.0,0.0,72258.5752,0.9604000000000001,0.0,0.0,2979.4248,0.039599999999999996,0.0,0.0
Meziměstí,H,13,17,3,3.915,10595.0,531.5960302029258,0.0,0.0,10595.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mezno,S,95,95,1,1.8,5063.0,260.0,0.0,0.0,0.0,0.0,5063.0,1.0,0.0,0.0,0.0,0.0
Milevsko,C,109,134,2,31.235,94726.0,524.9442652492452,88072.0,0.9297552942170049,6654.0,0.07024470578299516,0.0,0.0,0.0,0.0,0.0,0.0
Mileč,P,32,32,2,0.5579999999999999,6580.0,194.50091185410335,0.0,0.0,0.0,0.0,6580.0,1.0,0.0,0.0,0.0,0.0
Milovice,S,25,41,5,12.176,41210.0,593.7469769473429,0.0,0.0,41210.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mimoň,L,75,139,1,15.222000000000001,58367.0,582.2128303664741,58139.3687,0.9961,0.0,0.0,227.6313,0.0039000000000000003,0.0,0.0,0.0,0.0
Miroslav,B,1,1,1,0.135,372.0,412.12999999999994,0.0,0.0,372.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mladecko,T,1,1,1,0.252,826.0,398.28,0.0,0.0,826.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mladotice,P,1,1,1,0.544,6535.0,96.95,0.0,0.0,0.0,0.0,6535.0,1.0,0.0,0.0,0.0,0.0
Mladá Boleslav,S,104,391,7,420.915,2053788.0,406.0962976558437,1478548.8826,0.719913098430802,58743.0065,0.028602273701083075,499625.12419999996,0.24327005718214342,1422.8543000000002,0.0006927951180939806,15448.132399999999,0.007521775567877502
Mnichovo Hradiště,S,19,33,2,7.792999999999999,23218.0,496.88253725557763,0.0,0.0,23218.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mníšek pod Brdy,S,17,17,1,2.733,11679.0,572.5238539258498,0.0,0.0,11679.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
