obec,kraj,odberatelu,mist,lokalit,vykon,teplo_mnozstvi,teplo_cena,uhli,pod_uhli,plyn,pod_plyn,biomasa,pod_biomasa,olej,pod_olej,ostatni,pod_ostatni
Čechtice,S,1,1,1,1.22,7940.0,179.4,0.0,0.0,0.0,0.0,7940.0,1.0,0.0,0.0,0.0,0.0
Čeladná,T,9,15,6,1.7149999999999999,7379.0,503.62298956498176,0.0,0.0,7379.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Čelákovice,S,66,131,4,17.107000000000003,61913.0,581.121315394182,0.0,0.0,61913.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Černovice,P,1,1,1,0.55,2519.0,423.84,0.0,0.0,2519.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Černošice,S,3,3,1,1.04,3044.0,427.91,0.0,0.0,3044.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Černožice nad Labem,H,1,1,1,33.6,229822.0,469.2,229822.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Černá Hora,B,1,3,1,0.526,1034.0,383.55,0.0,0.0,1034.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Červená Voda,E,10,24,4,2.9589999999999996,13067.0,428.88967551848174,0.0,0.0,13067.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Červený Kostelec,H,6,10,2,3.057,7956.0,617.0572687280041,0.0,0.0,7956.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Česká Lípa,L,157,361,7,92.61399999999999,364501.0,507.7038328838603,0.0,0.0,364501.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Česká Metuje,H,1,1,1,1.35,4688.0,163.3,0.0,0.0,0.0,0.0,4688.0,1.0,0.0,0.0,0.0,0.0
Česká Třebová,E,56,119,5,31.797000000000004,81104.0,389.5637482738213,8114.7197,0.10005326124482146,72217.0,0.8904246399684356,0.0,0.0,0.0,0.0,772.2803,0.009522098786742948
Česká Ves,M,4,8,2,1.3719999999999999,4884.0,428.95986486486487,0.0,0.0,4884.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
České Budějovice,C,1208,1843,19,457.85400000000004,1525144.0,511.65380101157655,1507488.3852,0.9884236407840833,17655.6148,0.011576359215916661,0.0,0.0,0.0,0.0,0.0,0.0
České Meziříčí,H,1,1,1,54.01,77.0,183.92,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
České Velenice,C,28,40,2,2.3,45399.0,444.0045857838278,0.0,0.0,0.0,0.0,45399.0,1.0,0.0,0.0,0.0,0.0
Český Brod,S,41,35,1,5.523,16633.0,618.6678013587446,0.0,0.0,16633.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Český Dub,L,6,10,4,3.49,9186.0,535.3353026344437,0.0,0.0,9186.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Český Krumlov,C,128,153,15,63.218,161926.0,486.05138050714527,246.4795,0.0015221737089781751,54761.0,0.3381853439225325,106918.52049999998,0.6602924823684893,0.0,0.0,0.0,0.0
Český Těšín,T,69,196,4,40.980000000000004,124816.0,574.8617696449172,0.0,0.0,124816.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Český Těšín DIN,T,2,9,1,3.17,8117.0,616.0658901071824,0.0,0.0,8117.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Čestlice,S,1,1,1,5.442,5998.0,395.0,0.0,0.0,5998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Čáslav,S,15,18,2,17.223,75910.0,327.8699807666974,0.0,0.0,17603.0,0.231893031221183,58307.0,0.768106968778817,0.0,0.0,0.0,0.0
Čáslavice,J,18,18,1,0.605,1064.0,200.0,0.0,0.0,0.0,0.0,1064.0,1.0,0.0,0.0,0.0,0.0
Čížkovice,U,1,1,1,0.217,812.0,671.3400000000001,0.0,0.0,812.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Řevnice,S,1,2,1,0.32,471.0,389.6,0.0,0.0,471.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Říčany,S,7,14,5,2.55,12001.0,487.6687751020748,0.0,0.0,4760.0,0.3966336138655112,7241.0,0.6033663861344888,0.0,0.0,0.0,0.0
Říčany u Prahy,S,15,11,2,3.3360000000000003,9018.0,500.15319361277454,0.0,0.0,9018.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Šenov,T,1,3,1,1.1340000000000001,1763.0,574.7,0.0,0.0,1763.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Šenov DIN,T,1,2,1,0.35200000000000004,1147.0,587.95,0.0,0.0,1147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Šenov u Nového Jičína,T,1,1,1,0.257,573.0,415.5,0.0,0.0,573.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ševětín,C,1,1,1,0.135,521.0,451.13,0.0,0.0,521.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Škvorec,S,1,1,1,0.5479999999999999,2582.0,567.15,0.0,0.0,2582.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Šlapanice,S,6,7,4,1.515,7455.0,305.4811374916163,0.0,0.0,2087.0,0.2799463447350771,5046.0,0.676861167002012,322.0,0.0431924882629108,0.0,0.0
Šluknov,U,1,1,1,1.25,3679.0,477.0,0.0,0.0,3679.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Šternberk,M,52,64,8,19.037,56837.0,534.8574594014462,0.0,0.0,54637.0,0.9612928198180762,2200.0,0.03870718018192375,0.0,0.0,0.0,0.0
Štramberk,T,14,15,14,1.851,7265.0,385.52557192016513,0.0,0.0,7265.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Štěnovice,P,1,1,1,0.653,2315.0,570.72,0.0,0.0,1026.008,0.44320000000000004,1288.992,0.5568,0.0,0.0,0.0,0.0
Štěpánkovice,T,1,1,1,0.81,1467.0,476.1,0.0,0.0,1467.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Štěti,U,10,10,1,540.0,1068436.0,99.91345761468165,234735.38919999998,0.21969999999999998,18804.4736,0.0176,807523.9288,0.7558,7265.364800000001,0.006800000000000001,0.0,0.0
Štětí,U,361,438,1,0.0,143348.0,489.04357326227085,31493.5556,0.2197,2522.9248000000002,0.0176,108342.4184,0.7557999999999999,974.7664000000001,0.0068000000000000005,0.0,0.0
Šumperk,M,129,241,10,63.279,183404.0,491.9727178796536,0.0,0.0,160050.7426,0.8726676768227519,23353.257400000002,0.12733232317724805,0.0,0.0,0.0,0.0
Žalhostice,U,1,1,1,0.424,1095.0,444.57,0.0,0.0,1095.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Žamberk,E,20,28,2,12.185000000000002,31640.0,407.8653375474083,0.0,0.0,21684.0,0.6853350189633376,9956.0,0.31466498103666246,0.0,0.0,0.0,0.0
Žatec,U,311,354,1,36.85,188388.0,522.2395089920802,30518.856,0.162,0.0,0.0,157699.5948,0.8371,169.54919999999998,0.0008999999999999999,0.0,0.0
Ždírec nad Doubravou,J,5,11,2,38.023,17867.0,282.1954687412548,0.0,0.0,1797.0,0.1005764817820563,16070.0,0.8994235182179436,0.0,0.0,0.0,0.0
Žebrák,S,2,2,1,0.27,909.0,691.7,0.0,0.0,909.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Železná Ruda,P,23,31,2,4.533,10909.0,594.2734439453662,0.0,0.0,10909.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Železné,B,1,3,1,0.07,158.0,473.14,0.0,0.0,158.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Žernůvka,B,1,2,1,0.3,1197.0,465.54999999999995,0.0,0.0,1197.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Židlochovice,B,14,30,1,0.863,3016.0,511.91,0.0,0.0,3016.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Žihle,P,1,1,1,0.063,149.0,748.29,0.0,0.0,0.0,0.0,0.0,0.0,149.0,1.0,0.0,0.0
Žinkovy,P,1,1,1,0.518,2963.0,428.19,0.0,0.0,2963.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Žlutice,K,83,108,1,7.9,25576.0,608.92,0.0,0.0,0.0,0.0,25576.0,1.0,0.0,0.0,0.0,0.0
Žďár nad Sázavou,J,353,498,5,102.718,501156.0,374.0634237243493,411552.5652,0.8212065009697579,39074.456,0.07796864848470336,24106.1536,0.04810109746266632,0.0,0.0,26422.8252,0.052723753082872395
