,lokalita,kraj,pod_uhli,pod_plyn,pod_bio,pod_olej,pod_ost,vykon,pocet_odberat,pocet_mist,nad_10_czk,nad_10_gj,pod_10_czk,pod_10_gj,cptv_czk,cptv_gj,prim_rozv_czk,prim_rozv_gj,cvs_czk,cvs_gj,cvs_voda_czk,cvs_voda_gj,blok_kot_czk,blok_kot_gj,sek_rozv_czk,sek_rozv_gj,dps_czk,dps_gj,dom_kot_czk,dom_kot_gj,dod_cena,dod_mnozstvi
1290,Litoměřice - PS Palachova,U,1.0,0.0,0.0,0.0,0.0,0.0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.29,923.0,0.0,0.0,760.44,2947.0,0.0,0.0,0.0,0.0,760.4042248062016,3870.0
1291,Litoměřice - Sovova,U,0.0,1.0,0.0,0.0,0.0,0.763,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.76,1548.0,548.76,1548.0
1292,Litomyšl,E,0.0,1.0,0.0,0.0,0.0,5.4910000000000005,19,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.88,3350.0,0.0,0.0,587.95,4314.0,587.97,5066.0,587.9395380989788,12730.0
1293,Litomyšl - Mařákova 1089,E,0.0,1.0,0.0,0.0,0.0,1.04,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.15,2365.0,0.0,0.0,574.15,2365.0
1294,Litomyšl - U Školek 1196,E,0.0,1.0,0.0,0.0,0.0,0.14,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.6,461.0,395.6,461.0
1295,Litomyšl - U Školek 1197,E,0.0,1.0,0.0,0.0,0.0,0.27,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.53,742.0,393.5299999999999,742.0
1296,Litovel - CZT,M,0.0,1.0,0.0,0.0,0.0,16.98,42,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.26,45622.0,0.0,0.0,515.26,45622.0
1297,Litovel - domovní kotelny,M,0.0,1.0,0.0,0.0,0.0,0.836,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.56,6427.0,520.56,6427.0
1298,Litvínov,U,0.9669,0.0331,0.0,0.0,0.0,2.8,234,335,0.0,0.0,0.0,0.0,599.82,771.0,0.0,0.0,0.0,0.0,599.82,52942.0,599.82,6551.0,599.82,116235.0,599.82,57569.0,0.0,0.0,599.82,234068.0
1299,"Litvínov - Horní Litvínov, Žižkova ul. 151",U,0.9990000000000001,0.001,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.14,481.0,0.0,0.0,0.0,0.0,573.14,481.0
1300,Litvínov - K Louce č.p. 309,U,0.9990000000000001,0.001,0.0,0.0,0.0,0.0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.39,165.0,0.0,0.0,0.0,0.0,574.39,165.0
1301,Litvínov - nám. Míru 13,U,0.9990000000000001,0.001,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.36,1158.0,0.0,0.0,655.36,1158.0
1302,Litvínov - Záluží 1,U,0.8858,0.0012,0.0004,0.0,0.11259999999999999,1383.2979999999998,96,105,0.0,0.0,0.0,0.0,0.0,0.0,267.26,2602128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.26,2602128.0
1303,Litvínov (část obce Dolní Litvínov a Záluží),U,0.8858,0.0012,0.0004,0.0,0.11259999999999999,0.0,6,8,0.0,0.0,0.0,0.0,0.0,0.0,255.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,1079.0,0.0,0.0,0.0,0.0,344.4423511680482,1327.0
1304,Loket - sídliště Sportovní,K,0.0,0.9928,0.0072,0.0,0.0,1.371,7,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.01,8543.0,0.0,0.0,0.0,0.0,0.0,0.0,475.01,8543.0
1305,Lomnice nad Popelkou - domovní kotelny,L,0.0,1.0,0.0,0.0,0.0,3.017,13,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.66,9282.0,448.66,9282.0
1306,Lomnice nad Popelkou - ZŠ,L,0.0,1.0,0.0,0.0,0.0,0.7240000000000001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.72,2725.0,400.72,2725.0
1307,Loučka - Kotelna ZŠ a MŠ Loučka,M,1.0,0.0,0.0,0.0,0.0,0.1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,241.0,713.0,241.0
1308,Loučná nad Desnou - CZT,M,0.0,1.0,0.0,0.0,0.0,1.564,7,7,0.0,0.0,0.0,0.0,564.7,1076.0,0.0,0.0,0.0,0.0,0.0,0.0,598.88,2096.0,0.0,0.0,0.0,0.0,0.0,0.0,587.2855233291299,3172.0
1309,Loučovice - průmysl,C,0.0,0.0,1.0,0.0,0.0,40.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,11.5,449201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,449201.0
1310,"Loučovice č. 54,56,7,79,91,274,277,276,281,291,232/233,120/121,334/335 C",,0.0,1.0,0.0,0.0,0.0,1.33,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.46,5941.0,633.46,5941.0
1311,"Louny - CZT, 17. listopadu 2580",U,0.0,0.9998999999999999,0.0001,0.0,0.0,30.8,152,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.28,8088.0,668.99,21197.0,661.6,13033.0,658.1,57992.0,715.29,2328.0,662.1836044155186,102638.0
1312,"Louny - K1A, ul. Pionýrů",U,0.0,1.0,0.0,0.0,0.0,0.879,1,1,0.0,0.0,266.9,9164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.9,9164.0
1313,"Louny - K3C, U stadionu",U,0.0,1.0,0.0,0.0,0.0,0.49700000000000005,1,1,0.0,0.0,267.45,5676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.45,5676.0
1314,Louny - Osvoboditelů 2649,U,0.0,1.0,0.0,0.0,0.0,0.08,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.23,395.0,645.23,395.0
1315,"Louny - západ, 17. listopadu 2580",U,0.0,1.0,0.0,0.0,0.0,3.514,1,1,0.0,0.0,264.78,31667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.78,31667.0
1316,Lovosice,U,0.0,0.0,0.0,1.0,0.0,0.057999999999999996,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.46,74.0,918.4600000000002,74.0
1317,Lovosice,U,0.6685,0.030699999999999998,0.0,0.0,0.30079999999999996,0.35,103,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.7,5100.0,0.0,0.0,641.7,17900.0,641.7,51913.0,641.7,1113.0,641.7,76026.0
1318,Lovosice - Terezínská 57,U,0.6770999999999999,0.0182,0.0,0.0,0.30469999999999997,267.5,8,8,0.0,0.0,0.0,0.0,0.0,0.0,244.94,1040900.0,299.74,87068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.1700192913274,1127968.0
1319,Lubnice - ZŠ,B,0.0,1.0,0.0,0.0,0.0,0.099,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.27,173.0,434.2699999999999,173.0
1320,Luby,K,0.0,1.0,0.0,0.0,0.0,5.061,7,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.15,12620.0,566.14,1698.0,566.1488140801788,14318.0
1321,Luhačovice,Z,0.0,1.0,0.0,0.0,0.0,1.274,1,1,0.0,0.0,239.74,11801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.74,11801.0
1322,Luštěnice - nelicencované,S,0.0,1.0,0.0,0.0,0.0,2.609,7,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.85,10124.0,406.85,10124.0
1323,Lutin - Na Sídlišti 205,M,0.0,1.0,0.0,0.0,0.0,3.862,8,16,0.0,0.0,0.0,0.0,641.96,2574.0,0.0,0.0,0.0,0.0,0.0,0.0,641.96,5879.0,0.0,0.0,641.97,1807.0,0.0,0.0,641.9617612085771,10260.0
1324,Luže - Košumberk 80,E,0.0,0.8401000000000001,0.0,0.0,0.15990000000000001,12.42,56,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.55,2809.0,0.0,0.0,571.55,2809.0
1325,Lysá nad Labem,S,0.0,1.0,0.0,0.0,0.0,6.303999999999999,38,41,0.0,0.0,0.0,0.0,572.7,3178.0,0.0,0.0,0.0,0.0,0.0,0.0,572.71,14567.0,0.0,0.0,0.0,0.0,469.16,9267.0,537.183951206871,27012.0
1326,Manětin - bloková kotelna č.p. 256,P,1.0,0.0,0.0,0.0,0.0,0.48,1,7,0.0,0.0,0.0,0.0,606.14,445.0,0.0,0.0,0.0,0.0,0.0,0.0,606.14,977.0,0.0,0.0,0.0,0.0,0.0,0.0,606.1400000000001,1422.0
1327,Manětin - domovní kotelna č. p. 221,P,1.0,0.0,0.0,0.0,0.0,0.07,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.22,271.0,799.22,271.0
1328,Manětin - domovní kotelna č. p. 30,P,1.0,0.0,0.0,0.0,0.0,0.048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.41,210.0,702.4100000000001,210.0
1329,Manětin - domovní kotelna č. p. 96,P,1.0,0.0,0.0,0.0,0.0,0.048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.45,160.0,759.45,160.0
1330,Mariánské Lázně,K,0.0,0.3039,0.6960999999999999,0.0,0.0,49.3,198,394,0.0,0.0,0.0,0.0,0.0,0.0,574.41,145842.0,0.0,0.0,0.0,0.0,0.0,0.0,667.35,96847.0,0.0,0.0,0.0,0.0,611.4984555130229,242689.0
1331,Mariánské Lázně - Budo club,K,0.0,1.0,0.0,0.0,0.0,0.024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.09,50.0,412.09,50.0
1332,Mariánské Lázně - Děvín,K,0.0,1.0,0.0,0.0,0.0,0.301,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.2,1595.0,377.2,1595.0
1333,Mariánské Lázně - Hotel Richard,K,0.0,1.0,0.0,0.0,0.0,0.41100000000000003,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.39,1843.0,310.39,1843.0
1334,Mariánské Lázně - Královská vyhlídka,K,0.618,0.029300000000000003,0.0,0.0,0.3527,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.92,1648.0,0.0,0.0,805.92,1648.0
1335,Mariánské Lázně - Nová Karna,K,0.0,1.0,0.0,0.0,0.0,0.818,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.06,1603.0,350.06000000000006,1603.0
1336,Mariánské Lázně - Tepelská 137/3,K,0.0,1.0,0.0,0.0,0.0,0.57,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.72,2068.0,619.72,2068.0
1337,Martiněves - Martiněves 5,U,0.0,1.0,0.0,0.0,0.0,0.126,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.08,263.0,591.08,263.0
1338,Mašťov - Sídliště 296,U,1.0,0.0,0.0,0.0,0.0,0.75,5,5,0.0,0.0,0.0,0.0,599.39,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,599.39,2185.0,0.0,0.0,0.0,0.0,0.0,0.0,599.39,3290.0
1339,Mělník - Bezručova 3778,S,0.9963,0.0,0.0,0.0036,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.07,620.0,0.0,0.0,820.07,620.0
1340,Mělník - Bezručova A 3842,S,0.9963,0.0,0.0,0.0036,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.34,657.0,0.0,0.0,774.34,657.0
1341,Mělník - Elektrárna Mělník I.,S,0.9976999999999999,0.0002,0.0,0.0021,0.0,1055.0,3,5,172.5,65881.0,0.0,0.0,0.0,0.0,287.83,9511805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0366919159805,9577686.0
1342,Mělník - Elektrárna Mělník,S,0.9963,0.0,0.0,0.0036,0.0,1724.5,38,81,167.21,2100422.0,0.0,0.0,0.0,0.0,273.7,94379.0,0.0,0.0,0.0,0.0,0.0,0.0,385.25,55166.0,0.0,0.0,0.0,0.0,177.02295030104887,2249967.0
1343,Mělník - Sportovní 2719/10,S,0.9963,0.0,0.0,0.0036,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.25,319.0,0.0,0.0,569.25,319.0
1344,"Mělník, Horní Počaply, Dolní Beřkovice",S,0.9963,0.0,0.0,0.0036,0.0,0.0,809,958,0.0,0.0,0.0,0.0,0.0,0.0,404.21,149501.0,0.0,0.0,502.23,26878.0,0.0,0.0,532.1,51104.0,526.92,28408.0,0.0,0.0,453.66940967052375,255891.0
1345,Měňany,S,0.0,0.0,1.0,0.0,0.0,1.12,62,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.85,2977.0,0.0,0.0,487.84999999999997,2977.0
1346,Městečko Trnávka - Pacov,E,0.0,0.0,1.0,0.0,0.0,0.46399999999999997,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1745.0
1347,Město Albrechtice,T,0.0,1.0,0.0,0.0,0.0,1.351,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,4853.0,426.0,4853.0
1348,"Město Albrechtice - Nádražní 10,12",T,0.0,1.0,0.0,0.0,0.0,0.134,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.95,416.0,520.95,416.0
1349,Město Albrechtice - Nádražní 17,T,0.0,1.0,0.0,0.0,0.0,1.08,9,9,0.0,0.0,502.55,1593.0,502.55,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.55,2359.0,0.0,0.0,502.55,4804.0
1350,"Město Albrechtice - Nemocniční 6, domov důchodců",T,0.0,1.0,0.0,0.0,0.0,0.235,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.35,813.0,401.3500000000001,813.0
1351,"Město Albrechtice - Opavická 1, ZŠ",T,0.0,1.0,0.0,0.0,0.0,0.48,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.35,1882.0,401.35,1882.0
1352,Město Libavá,M,0.0526,0.0,0.0,0.9439,0.0034999999999999996,5.236000000000001,1,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.88,349.0,789.61,857.0,789.88,2529.0,0.0,0.0,789.8180481927711,3735.0
1353,Meziboří,U,0.0,1.0,0.0,0.0,0.0,3.99,1,1,0.0,0.0,204.84,36159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.84,36159.0
1354,Meziboří u Litvínova,U,0.0,0.9604,0.0,0.039599999999999996,0.0,17.365,84,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.42,16111.0,0.0,0.0,548.42,40795.0,0.0,0.0,548.42,18332.0,548.42,75238.0
1355,Meziměstí - centrální kotelna,H,0.0,1.0,0.0,0.0,0.0,3.0,11,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.18,8946.0,0.0,0.0,537.18,8946.0
1356,Meziměstí - čp. 196 (zdravotní středisko),H,0.0,1.0,0.0,0.0,0.0,0.225,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.48,543.0,496.48,543.0
1357,Meziměstí - Školní 236 (ZŠ),H,0.0,1.0,0.0,0.0,0.0,0.69,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.67,1106.0,503.67,1106.0
1358,Mezno,S,0.0,0.0,1.0,0.0,0.0,1.8,95,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,5063.0,0.0,0.0,260.0,5063.0
1359,Mileč,P,0.0,0.0,1.0,0.0,0.0,0.0,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,2368.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,2368.0
1360,Mileč,P,0.0,0.0,1.0,0.0,0.0,0.5579999999999999,1,1,0.0,0.0,138.0,4212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,4212.0
1361,Milevsko - CZT,C,1.0,0.0,0.0,0.0,0.0,29.5,104,124,385.71,37997.0,0.0,0.0,0.0,0.0,528.43,2575.0,0.0,0.0,607.89,12177.0,0.0,0.0,618.7,35323.0,0.0,0.0,0.0,0.0,514.0469928013443,88072.0
1362,Milevsko - plynové kotelny,C,0.0,1.0,0.0,0.0,0.0,1.735,5,10,0.0,0.0,669.18,3077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.18,3577.0,669.18,6654.0
1363,Milovice,S,0.0,1.0,0.0,0.0,0.0,0.584,3,3,0.0,0.0,575.29,836.0,575.29,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.29,1105.0,499.53,796.0,556.8650198594562,3273.0
1364,Milovice,S,0.0,1.0,0.0,0.0,0.0,3.404,3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.75,14740.0,603.75,14740.0
1365,Milovice - Armádní 622 (KM04),S,0.0,1.0,0.0,0.0,0.0,1.511,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.51,2231.0,0.0,0.0,0.0,0.0,618.52,4608.0,618.5167378271678,6839.0
1366,Milovice - licence,S,0.0,1.0,0.0,0.0,0.0,5.2,8,8,0.0,0.0,0.0,0.0,568.27,3230.0,0.0,0.0,0.0,0.0,0.0,0.0,630.39,6794.0,0.0,0.0,0.0,0.0,0.0,0.0,610.3732801276935,10024.0
1367,Milovice - nelicencované,S,0.0,1.0,0.0,0.0,0.0,1.4769999999999999,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.47,6334.0,536.47,6334.0
1368,"Mimoň - CZT, Hradčany",L,0.9961,0.0,0.0039000000000000003,0.0,0.0,15.222000000000001,75,139,329.17,1274.0,0.0,0.0,0.0,0.0,495.65,16397.0,0.0,0.0,0.0,0.0,0.0,0.0,618.33,2180.0,625.39,38516.0,0.0,0.0,582.2128303664741,58367.0
1369,Miroslav -  A. Zápotockého 1,B,0.0,1.0,0.0,0.0,0.0,0.135,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.13,372.0,412.12999999999994,372.0
1370,Mladá Boleslav,S,0.0,1.0,0.0,0.0,0.0,0.59,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.36,2291.0,502.36,2291.0
1371,Mladá Boleslav - byty a nebyty,S,0.7273999999999999,0.018500000000000003,0.2458,0.0007000000000000001,0.0076,0.0,85,363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,108984.0,0.0,0.0,567.0,232641.0,567.0,75663.0,0.0,0.0,567.0,417288.0
1372,Mladá Boleslav - Oblastní nemocnice,S,0.7273999999999999,0.018500000000000003,0.2458,0.0007000000000000001,0.0076,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,416.3,33838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.3,33838.0
1373,"Mladá Boleslav - ŠKODA AUTO Česana TC,JIH,",S,0.7273999999999999,0.018500000000000003,0.2458,0.0007000000000000001,0.0076,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,483.33,30516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.33,30516.0
1374,"Mladá Boleslav - ŠKODA AUTO, výtopna Česana",S,0.0,1.0,0.0,0.0,0.0,6.325,1,1,0.0,0.0,636.05,18848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.05,18848.0
1375,Mladá Boleslav - Technologické centrum ŠKODA AUTO a.s.,S,0.7273999999999999,0.018500000000000003,0.2458,0.0007000000000000001,0.0076,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,442.75,33313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.75,33313.0
1376,Mladá Boleslav - teplárna MB,S,0.7273999999999999,0.018500000000000003,0.2458,0.0007000000000000001,0.0076,414.0,13,20,0.0,0.0,0.0,0.0,0.0,0.0,356.27,1517694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.27,1517694.0
1377,Mladecko,T,0.0,1.0,0.0,0.0,0.0,0.252,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.28,826.0,398.28,826.0
1378,Mladotice - Velká Černá Hať,P,0.0,0.0,1.0,0.0,0.0,0.544,1,1,0.0,0.0,96.95,6535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.95,6535.0
1379,Mnichovo Hradiště,S,0.0,1.0,0.0,0.0,0.0,2.31,6,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.19,9423.0,385.19,9423.0
1380,Mnichovo Hradiště,S,0.0,1.0,0.0,0.0,0.0,5.483,13,20,0.0,0.0,564.69,940.0,564.69,931.0,0.0,0.0,0.0,0.0,0.0,0.0,535.63,1643.0,0.0,0.0,570.34,8459.0,628.92,1822.0,573.1767582457413,13795.0
1381,Mníšek pod Brdy,S,0.0,1.0,0.0,0.0,0.0,2.733,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.9,866.0,0.0,0.0,0.0,0.0,569.13,10813.0,572.5238539258498,11679.0
1382,Mohelnice,M,0.0,1.0,0.0,0.0,0.0,12.69,16,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.37,55489.0,0.0,0.0,625.37,55489.0
1383,Mohelnice,M,0.0,1.0,0.0,0.0,0.0,2.358,1,1,0.0,0.0,229.66,23370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.66,23370.0
1384,Mohelno 541,J,0.0,0.0,1.0,0.0,0.0,0.52,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,409.0
1385,Moravany,B,0.0,0.0,1.0,0.0,0.0,0.35,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,867.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,867.0
