lokalita,kraj,pod_uhli,pod_plyn,pod_bio,pod_olej,pod_ost,vykon,nad_10_czk,nad_10_gj,pod_10_czk,pod_10_gj,cptv_czk,cptv_gj,prim_rozv_czk,prim_rozv_gj,cvs_czk,cvs_gj,cvs_voda_czk,cvs_voda_gj,blok_kot_czk,blok_kot_gj,sek_rozv_czk,sek_rozv_gj,dps_czk,dps_gj,dom_kot_czk,dom_kot_gj,dod_cena,dod_mnozstvi
Duchcov,U,0.0,100.0,0.0,0.0,0.0,8.01,0.0,0.0,0.0,0.0,563.42,2701.0,0.0,0.0,0.0,0.0,542.86,1883.0,612.08,4416.0,595.22,3364.0,549.39,21272.0,0.0,0.0,562.9650445950767,33636.0
Dukovany - CZT,J,0.0,0.0,100.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,7000.0
Dukovany - Elektrárna Dukovany,J,0.0,0.0,0.0,0.0,100.0,5775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.5,40000.0,0.0,0.0,0.0,0.0,247.5,40000.0
Dvorce,T,100.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,517.0,900.0,517.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,1500.0,0.0,0.0,0.0,0.0,440.0,5000.0,470.0487804878049,8200.0
Dvůr Králové nad Labem - kotelna La Linea,H,0.0,100.0,0.0,0.0,0.0,2.36,0.0,0.0,455.44,10704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.44,10704.0
Dvůr Králové nad Labem - teplárna,H,94.0,6.0,0.0,0.0,0.0,67.1,0.0,0.0,0.0,0.0,0.0,0.0,467.78,103511.0,0.0,0.0,589.05,19000.0,0.0,0.0,589.05,59020.0,0.0,0.0,0.0,0.0,519.900494020305,181531.0
Dýšina,P,0.0,100.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.39,584.0,888.39,584.0
Františkovy Lázně,K,99.75,0.25,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,539.55,97803.0,0.0,0.0,698.5,3844.0,0.0,0.0,698.5,20673.0,0.0,0.0,0.0,0.0,571.4088714028777,122320.0
Františkovy Lázně,K,0.0,100.0,0.0,0.0,0.0,19.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.47,1929.0,591.47,1929.0
Frenštát pod Radhoštěm,T,0.0,100.0,0.0,0.0,0.0,11.235,0.0,0.0,0.0,0.0,605.09,13500.0,0.0,0.0,0.0,0.0,0.0,0.0,613.8,27700.0,0.0,0.0,0.0,0.0,613.8,10800.0,611.53875,52000.0
Frýdek-Místek,T,55.8,0.3,43.9,0.0,0.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.38,23560.0,639.17,103550.0,0.0,0.0,677.16,207700.0,677.16,132820.0,677.16,480.0,665.4455711264446,468110.0
Frýdek-Místek,T,55.9,0.12,43.97,0.0,0.0,151.167,0.0,0.0,0.0,0.0,0.0,0.0,417.37,631001.0,0.0,0.0,0.0,0.0,0.0,0.0,611.93,53713.0,0.0,0.0,0.0,0.0,432.6324326068986,684714.0
"Frýdek-Místek, 17. listopadu",T,0.0,100.0,0.0,0.0,0.0,0.21600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.63,530.0,782.63,530.0
"Frýdek-Místek, Antonínovo nám. 92",T,55.9,0.12,43.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,1612.0,0.0,0.0,848.0,1612.0
"Frýdek-Místek, J. Opletala 970",T,55.9,0.12,43.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.04,1590.0,0.0,0.0,644.04,1590.0
"Frýdek-Místek, Míru 3777",T,0.0,100.0,0.0,0.0,0.0,8.969,0.0,0.0,561.0,6980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,6980.0
Frýdlant,L,0.0,100.0,0.0,0.0,0.0,1.4969999999999999,0.0,0.0,275.0,15114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,15114.0
"Frýdlant - Bělíkova 1398, výtopna",L,0.0,100.0,0.0,0.0,0.0,12.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.17,200.0,0.0,0.0,572.6,37000.0,0.0,0.0,571.9579032258065,37200.0
Frýdlant - Okružní 1260,L,0.0,100.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.63,602.0,782.63,602.0
Frýdlant nad Ostravicí - kotelna DD,T,0.0,100.0,0.0,0.0,0.0,2.08,0.0,0.0,704.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,3244.0,642.6638655462185,5236.0
"Frýdlant nad Ostravicí - kotelny Ferrum, B, C",T,65.0,35.0,0.0,0.0,0.0,17.97,0.0,0.0,0.0,0.0,0.0,0.0,583.0,9521.0,0.0,0.0,638.0,7157.0,0.0,0.0,649.0,43136.0,0.0,0.0,0.0,0.0,637.1781355535493,59814.0
Frýdlant nad Ostravicí - kotelny MÚ čp. 3 a MÚ čp. 9,T,0.0,100.0,0.0,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,699.0,616.0,699.0
"Frýdlant nad Ostravicí - Padlých hrdinů 312, středisko sociálních služeb",T,0.0,100.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.5,550.0,467.5,550.0
"Frýdlant nad Ostravicí - Školní, kotelna K115",T,0.0,100.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,280.0,671.0,280.0
Frýdlant nad Ostravicí - ZŠ Nová Ves,T,0.0,100.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,243.0,616.0,243.0
Frymburk 140 - Hotel Wellness Frymburk,C,0.0,100.0,0.0,0.0,0.0,1.64,0.0,0.0,413.4,6562.0,413.4,10524.0,0.0,0.0,0.0,0.0,0.0,0.0,646.8,3796.0,0.0,0.0,0.0,0.0,0.0,0.0,455.82823484340577,20882.0
Frymburk 140 - Wellness hotel,C,0.0,100.0,0.0,0.0,0.0,0.47600000000000003,0.0,0.0,272.0,5455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,5455.0
Fulnek - 1. máje č.p. 638,T,0.0,100.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.8,780.0,588.8,780.0
Fulnek - Fučíkova 203 - 205,T,0.0,100.0,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.33,870.0,414.33,870.0
"Fulnek - Fučíkova 236, 237",T,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.14,685.0,357.14,685.0
Fulnek - Fučíkova č.p. 165,T,0.0,100.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.4,260.0,512.4,260.0
Fulnek - Jerlochovice č.p. 149,T,0.0,100.0,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.9,850.0,465.9,850.0
Fulnek - Krátká č.p. 229,T,0.0,100.0,0.0,0.0,0.0,0.28800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.8,640.0,579.8,640.0
Fulnek - Masarykova č.p. 390,T,0.0,100.0,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.6,470.0,576.6,470.0
Fulnek - Masarykova č.p. 396,T,0.0,100.0,0.0,0.0,0.0,0.11900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.8,450.0,626.8,450.0
Fulnek - nám. Komenského č.p. 12,T,0.0,100.0,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.2,500.0,497.2,500.0
Fulnek - nám. Komenského č.p. 74,T,0.0,100.0,0.0,0.0,0.0,0.14400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.6,740.0,466.6,740.0
Fulnek - Pivovarská č.p. 242,T,0.0,100.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,602.9,920.0,0.0,0.0,0.0,0.0,0.0,0.0,602.9,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,602.9,2300.0
Fulnek - Požární č.p. 217,T,0.0,100.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.8,720.0,620.8,720.0
Fulnek - Požární č.p. 248,T,0.0,100.0,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.4,250.0,593.4,250.0
"Fulnek - Řeznická 20, 21",T,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.11,520.0,373.11,520.0
Fulnek - Sborová č.p. 81,T,0.0,100.0,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.4,850.0,524.4,850.0
Habartov,K,99.16,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.8,16000.0,0.0,0.0,646.8,34000.0,0.0,0.0,0.0,0.0,646.8,50000.0
Haňovice - družstvo,M,0.0,0.0,100.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,700.0
Hanušovice - CZT,M,0.0,100.0,0.0,0.0,0.0,6.96,0.0,0.0,0.0,0.0,517.33,5951.0,0.0,0.0,0.0,0.0,0.0,0.0,562.32,12695.0,0.0,0.0,0.0,0.0,0.0,0.0,547.9611300010727,18646.0
Hanušovice - Hlavní 145 (byt škola),M,0.0,100.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.9,55.0,438.9,55.0
Hanušovice - Hlavní 183 (DPS),M,0.0,100.0,0.0,0.0,0.0,0.08199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.71,280.0,513.71,280.0
Hanušovice - Hlavní 92,M,0.0,100.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.38,460.0,466.38,460.0
