obec,kraj,vykon,teplo_mnozstvi,teplo_cena,uhli,plyn,biomasa,olej,ostatni,pod_uhli,pod_plyn,pod_biomasa,pod_olej,pod_ostatni
Neratovice,S,0.0,364921.0,438.6257732221494,364921.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Netvořice,S,0.855,1593.0,500.0,1593.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Neveklov,S,0.485,552.0,949.0,0.0,0.0,0.0,552.0,0.0,0.0,0.0,0.0,1.0,0.0
Noviny pod Ralskem,L,0.313,650.0,497.28,0.0,650.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Novosedly,C,0.768,5000.0,71.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nová Bystřice,C,2.2600000000000002,8344.0,553.4765100671141,0.0,8344.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nová Cerekev,J,3.2,6554.0,570.0,0.0,0.0,6554.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nová Paka,H,7.23,27725.0,456.1190261496844,0.0,27725.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nová Pec,C,3.3,8500.0,470.0,0.0,0.0,8500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nová Role,K,1.6,36300.0,574.8503184573003,23373.57,12229.47,0.0,0.0,696.96,0.6439,0.3369,0.0,0.0,0.019200000000000002
Nová Ves,B,0.6759999999999999,2868.0,220.0,0.0,0.0,2868.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nová Ves pod Pleší,S,1.2,12000.0,460.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nová Včelnice,C,1.7209999999999999,3550.0,687.5,0.0,3550.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nové Hrady,C,1.929,7198.0,553.2017560433454,0.0,7198.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nové Město na Moravě,J,15.166,44800.0,495.9107142857143,0.0,44800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nové Město nad Metují,H,9.184,42008.0,485.76588364121113,0.0,42008.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nové Město pod Smrkem,L,4.3,23050.0,576.29,0.0,23050.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nové Sedlo,K,0.0,61862.0,369.1509110601015,60068.002,0.0,0.0,0.0,1793.998,0.971,0.0,0.0,0.0,0.029
Nové Strašecí,S,6.292,28891.0,503.4705520750407,0.0,28891.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nový Bor,L,17.476,81210.0,455.89078007634527,0.0,81210.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nový Bydžov,H,5.41,18531.0,574.3870811073336,0.0,18531.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nový Dvůr,P,0.063,100.0,1078.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0
Nový Jičín,T,95.16299999999997,238450.0,589.585180624869,0.0,216374.59,22075.41,0.0,0.0,0.0,0.9074212203816313,0.09257877961836863,0.0,0.0
Nový Knín,S,0.4,4200.0,692.28,0.0,0.0,4200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nošovice,T,0.27,1280.0,457.1078125,0.0,1280.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nupaky,S,0.34,2387.0,341.0,0.0,2387.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nučice,S,1.238,2421.0,428.8093143329203,0.0,2421.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nymburk,S,75.321,198934.0,454.20022977469915,118750.0,78561.0,0.0,1623.0,0.0,0.5969316456714288,0.39490986960499463,0.0,0.008158484723576664,0.0
Náchod,H,126.866,709894.0,474.5577751044522,0.0,709894.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Náměšť nad Oslavou,J,6.68,18536.0,636.0207655373326,0.0,18336.0254,199.97459999999998,0.0,0.0,0.0,0.9892115558912385,0.010788444108761328,0.0,0.0
Nížkovice,B,0.997,6283.0,250.0,0.0,0.0,6283.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nýrsko,P,6.1,29000.0,556.6,26100.0,2900.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0
Nýřany,P,10.494000000000002,49512.0,450.930013532073,0.0,49512.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Němčice u České Třebové,E,0.9279999999999999,500.0,313.5,0.0,0.0,500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Obora,C,0.46399999999999997,1000.0,152.78,0.0,0.0,948.7,51.3,0.0,0.0,0.0,0.9487000000000001,0.0513,0.0
Obrnice,U,4.2,18180.0,725.0360478547855,0.0,18180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Odolena Voda,S,13.232000000000001,63031.0,495.5531154511272,0.0,63031.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Odry,T,30.700000000000003,22770.0,610.4619323671498,160.6,22609.4,0.0,0.0,0.0,0.007053140096618357,0.9929468599033817,0.0,0.0,0.0
Olbramice,T,0.024,134.0,468.58,0.0,134.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Oldřichov v Hájích,L,0.35,370.0,430.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Olomouc,M,398.12300000000005,2512489.0,492.74164427784564,2133137.6319000004,76714.7056,224114.90579999992,78592.47200000004,0.0,0.8490137198212611,0.03053334983755153,0.08920035303637147,0.03128072282107505,0.0
Oloví,K,6.994,14080.0,637.0,0.0,14080.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Olšany,M,36.418,3053.0,332.8205044218801,0.0,3053.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Opatov,E,1.271,1000.0,198.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Opava,T,97.27300000000001,315853.0,532.2895638793996,0.0,315853.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Opava DIN,T,1.327,5731.0,545.82,0.0,5731.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Orlová,T,10.533,301497.0,531.5532428515044,232238.9744,25527.1056,0.0,0.0,43730.92,0.7702861865955549,0.08466785938168539,0.0,0.0,0.14504595402275974
Orlová Bohumín Dolní Lutyně,T,0.0,590164.0,360.5912968429115,590164.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Orlová DIN,T,0.0,4806.0,624.47,4806.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Osek,U,9.635000000000002,35090.0,508.1518412653177,0.0,35090.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Osek nad Bečvou,M,0.51,1730.0,704.7630057803468,0.0,1730.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Oskava,M,2.6,59605.0,308.0,0.0,0.0,59605.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Oslavany,B,3.1879999999999997,17106.0,452.5122179352274,0.0,17106.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Osoblaha,T,1.632,4536.0,436.45613756613756,4536.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ostrava,T,2480.222999999999,8369660.0,450.95525125871296,6342441.201699998,156597.39590000003,0.0,2990.056799999999,1867631.3456000001,0.7577895878327194,0.018710126325322658,0.0,0.0003572494940057301,0.22314303634795202
Ostravice,T,0.147,788.0,571.0,0.0,788.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ostrov,K,67.04899999999999,227436.0,581.4100663483354,88245.16799999999,10462.056,128728.776,0.0,0.0,0.38799999999999996,0.046,0.566,0.0,0.0
Ostřetín,E,0.8540000000000001,356.0,242.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Otrokovice,Z,0.0,146150.0,600.2571604515908,120296.065,21951.730000000003,1651.4949999999997,131.53500000000003,2119.175,0.8231,0.15020000000000003,0.011299999999999998,0.0009000000000000002,0.0145
Pacov,J,0.8,7600.0,249.78,0.0,0.0,7600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pardubice,E,275.027,228095.0,542.1955987198317,200033.2795,26747.8595,0.0,1313.861,0.0,0.8769735395339662,0.11726631228216312,0.0,0.005760148183870756,0.0
Paseky nad Jizerou,L,0.955,680.0,880.0024999999999,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,1.0,0.0
Paskov,T,5.695,6590.0,449.3644157814871,0.0,0.0,0.0,0.0,6590.0,0.0,0.0,0.0,0.0,1.0
Paskov DIN,T,1.361,6691.0,639.1591182185025,0.0,6691.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pec pod Sněžkou,H,0.068,240.0,916.66,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,1.0,0.0
Pelhřimov,J,50.342,98239.0,643.2554441718665,0.0,1232.016,96225.984,0.0,781.0,0.0,0.012541007135658954,0.9795089933733039,0.0,0.007949999491037165
Petrovice,U,0.466,1360.0,932.5699999999999,0.0,0.0,0.0,1360.0,0.0,0.0,0.0,0.0,1.0,0.0
Petrovice u Sedlčan,S,0.924,1500.0,165.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Petřvald,T,3.048,13293.0,538.339842022117,0.0,13293.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Petřvald DIN,T,0.26,1217.0,575.19,0.0,1217.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Planá,P,0.196,1170.0,533.2662393162393,0.0,1170.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Planá nad Lužnicí,C,2.226,45649.0,323.1965574273259,17101.7874,373.67510000000004,0.0,0.0,28176.375,0.37463662730837477,0.008185833205546672,0.0,0.0,0.6172396985695195
Planá nad Lužnicí Sezimovo Ústí,C,109.685,418797.0,403.6832459401572,415362.86460000003,3434.1353999999997,0.0,0.0,0.0,0.9918000000000001,0.008199999999999999,0.0,0.0,0.0
Planá u Mariánských Lázní,P,4.8,25000.0,588.7,0.0,1250.0,23750.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0
Plasy,P,0.378,1610.0,476.53913043478263,0.0,1610.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Plesná,K,2.532,6793.0,577.4915619019579,0.0,6793.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Plzeň,P,823.1899999999998,3287287.0,438.88006906302974,2270378.2324,46237.8484,572422.5732000001,1396.8339999999998,396851.51200000016,0.6906540963414513,0.01406565608661489,0.1741322169923101,0.0004249200024214496,0.12072311057720246
Poběžovice,P,0.189,930.0,620.9247311827957,650.0,280.0,0.0,0.0,0.0,0.6989247311827957,0.3010752688172043,0.0,0.0,0.0
Podbořany,U,8.59,16400.0,735.770731707317,0.0,16400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Poděbrady,S,12.861999999999998,37045.0,602.498324200297,0.0,37045.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pohled,J,0.7190000000000001,200.0,239.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pohořelice,B,0.6890000000000001,3050.0,627.7571803278688,0.0,3050.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Polepy,U,0.11,483.0,642.87,0.0,483.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Police nad Metují,H,3.945,9510.0,590.1998107255521,0.0,9510.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Polička,E,14.86,42848.0,504.5485919996266,0.0,42848.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Polkovice,M,0.25,1120.0,330.0,0.0,0.0,1120.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Polná,J,0.272,872.0,583.8378899082569,0.0,872.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Posloloprty,U,0.28600000000000003,2824.0,212.18999999999997,0.0,2824.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Postoloprty,U,10.616999999999999,34695.0,539.7039365902868,0.0,34695.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Postřelmov,M,4.125,4588.0,604.0,0.0,4588.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Povrly,U,2.34,7000.0,583.3124285714285,0.0,7000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Počerady,U,2435.0,51310.0,329.46,51310.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Poříčí,H,559.63,2147187.0,299.14088727716774,1458941.9488,1554.2151999999999,686527.2344000001,163.6016,0.0,0.6794666458021588,0.0007238378399273095,0.3197333229010794,7.619345683445363e-05,0.0
Prace,B,0.215,293.0,1502.9037542662118,0.0,293.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Prachatice,C,24.880000000000003,97932.0,649.1638664583588,0.0,97932.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Praha,A,2183.812000000002,15227922.0,599.6550797797626,8867305.189400006,4657731.316700008,92406.209,2000.0,1608500.7632000025,0.5823056612320451,0.30586782075059277,0.0060682087155424095,0.00013133768350008623,0.10562838207340453
Pražmo,T,0.92,4515.0,530.4077519379845,0.0,4515.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pro,C,3.4349999999999996,10600.0,625.5271698113207,0.0,10600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Proboštov,U,0.205,450.0,440.53,0.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Prostějov,M,61.101,239629.0,410.889496930672,0.0,239629.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Prunéřov,U,2658.66,1223738.0,223.66198197653418,1223738.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Písek,C,54.406,331496.0,601.8341598088664,250359.27840000004,60610.88880000001,17189.4536,3336.3792,0.0,0.7552407220599948,0.1828404831430847,0.051854181045925145,0.010064613750995486,0.0
Přelouč,E,6.312,15584.0,543.8839835728953,0.0,15584.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Přerov,M,238.61,1154057.0,428.2081404471357,999444.7668999998,104994.9509,45578.67719999999,2267.6297999999997,1770.7685999999999,0.8660272126073494,0.09097899921754297,0.03949430331430769,0.0019649201035997353,0.0015343857365797357
Přestanov,U,0.13,1200.0,461.78,0.0,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Přeštice,P,5.827999999999999,48100.0,394.17002079002077,0.0,5867.28,42232.72,0.0,0.0,0.0,0.12198087318087318,0.8780191268191269,0.0,0.0
Přimda,P,1.24,5851.0,643.63,0.0,5851.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Příbor,T,12.001,29956.0,476.17772199225533,0.0,29956.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Příbram,S,144.19600000000003,989288.0,493.28689616168396,265143.78560000006,13120.010400000001,707014.731,4054.8316999999997,0.0,0.26801475970597044,0.013262073733836862,0.7146702790289582,0.004098737374758412,0.0
Příkazy,M,1.177,1000.0,213.81,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Příšovice,L,3.1599999999999997,8790.0,514.2152218430034,0.0,8790.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pšov,K,0.63,800.0,260.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Radonice,U,0.51,3430.0,769.0,3430.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rajhrad,B,2.718,15441.0,300.9624972475876,3168.0,11841.0,432.0,0.0,0.0,0.20516805906353217,0.7668544783368952,0.027977462599572567,0.0,0.0
Rakovník,S,27.518,93587.0,522.8682264630771,0.0,93587.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ralsko,L,0.9,6480.0,717.61,6480.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rapotín,M,1.481,15000.0,354.93333333333334,0.0,2833.05,12166.95,0.0,0.0,0.0,0.18887,0.81113,0.0,0.0
Raspenava,L,0.48,2345.0,400.0,0.0,2345.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Razová,T,0.28600000000000003,1500.0,495.0,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Račice,U,2.7,7800.0,308.0,0.0,0.0,7800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rokycany,P,20.443,64637.0,455.54253693704845,0.0,64637.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rokytnice nad Jizerou,L,0.319,850.0,492.0,0.0,850.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rokytnice v Orlických horách,H,1.78,25073.0,559.3029872771508,0.0,0.0,25073.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rosice,B,5.809,14380.0,608.3424478442281,0.0,14380.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Roudnice nad Labem,U,29.59899999999999,86936.0,596.8718475660256,0.0,86392.7762,0.0,543.2238,0.0,0.0,0.9937514516425876,0.0,0.006248548357412349,0.0
Rousínov,B,0.63,2500.0,480.574,0.0,2500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rovná,K,2.0,3571.0,602.8,0.0,3571.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Roztoky,S,1.8330000000000002,7216.0,610.0045593126387,0.0,7216.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Roztoky u Křivoklátu,S,0.8,6350.0,628.5,0.0,0.0,6350.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Roztoky u Prahy,S,2.43,10844.0,569.59,0.0,10844.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rozvadov,P,1.391,5843.0,409.3097381482115,0.0,5843.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Roštín,Z,5.5,12000.0,450.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rožmitál pod Třemšínem,S,2.4290000000000003,18094.0,398.6293799049409,0.0,18094.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rožnov pod Radhoštěm,Z,71.799,222454.0,579.1062053727962,0.0,222454.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rudice,B,0.248,602.0,473.1095348837209,0.0,602.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rudná pod Pradědem,T,0.51,3100.0,419.4193548387097,3100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rumburk,U,18.105,52997.0,545.7097267769874,0.0,52997.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rusín,T,0.58,664.0,176.0,0.0,0.0,664.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rybí,T,0.024,32.0,348.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rychnov nad Kněžnou,H,29.915,106080.0,606.0585218702865,94411.2,11668.8,0.0,0.0,0.0,0.89,0.10999999999999999,0.0,0.0,0.0
Rychnov u Jablonce nad Nisou,L,1.3119999999999998,4819.0,371.0,0.0,4819.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rychvald,T,8.957999999999998,40341.0,331.22437768027567,0.0,16311.0,0.0,0.0,24030.0,0.0,0.404328102922585,0.0,0.0,0.5956718970774151
Rychvald DIN,T,0.252,1247.0,638.66,0.0,1247.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ryžoviště,T,0.23,1400.0,407.0,980.0,420.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0
Rýmařov,T,11.068000000000001,63475.0,516.0262741236708,840.0,62635.0,0.0,0.0,0.0,0.013233556518314296,0.9867664434816857,0.0,0.0,0.0
Rýnovice,L,28.41,68287.0,526.6,0.0,68287.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sedlčany,S,13.081,50750.0,507.1746880788177,0.0,50750.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Semily,L,5.588,17630.0,539.4988088485536,0.0,17630.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sezemice,E,0.816,3852.0,400.12,0.0,3852.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sezimovo Ústí,C,0.0,64700.0,675.5022411128284,64169.46,530.54,0.0,0.0,0.0,0.9918,0.008199999999999999,0.0,0.0,0.0
Seč,E,1.9419999999999997,6358.0,410.39402485058196,0.0,6358.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Skřipov,T,1.275,2705.0,333.5,0.0,0.0,2705.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Slaný,S,37.349,96375.0,667.1952088197146,860.0,88635.0,0.0,6880.0,0.0,0.008923476005188067,0.9196887159533074,0.0,0.07138780804150453,0.0
Slatina,U,0.61,13500.0,44.0,0.0,0.0,13500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Slavičín,Z,16.945999999999998,42020.0,619.324513564969,8310.011,14826.376999999999,18883.612,0.0,0.0,0.19776323179438363,0.3528409566872917,0.44939581151832464,0.0,0.0
Slavkov u Brna,B,4.296,13167.0,683.9765375560113,0.0,13167.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sloup,B,0.725,1580.0,404.45,0.0,1580.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Smiřice,H,4.268,18592.0,455.57347246127364,0.0,14592.0,4000.0,0.0,0.0,0.0,0.7848537005163512,0.21514629948364888,0.0,0.0
Smolotely,S,0.594,2800.0,127.7,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sněžné,J,0.057999999999999996,342.0,362.06,0.0,342.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Soběslav,C,6.517999999999999,34274.0,429.07490430063604,0.0,34274.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sokolov,K,79.8,328495.0,594.732018752188,325894.4541999999,2600.5458000000003,0.0,0.0,0.0,0.9920834539338496,0.00791654606615017,0.0,0.0,0.0
Solenice,S,1.3,3800.0,722.0052631578948,0.0,0.0,3777.0,23.0,0.0,0.0,0.0,0.9939473684210526,0.0060526315789473685,0.0
Srbice,U,0.298,820.0,818.29,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,1.0,0.0
Srní,P,1.028,2700.0,600.0,1350.0,0.0,0.0,0.0,1350.0,0.5,0.0,0.0,0.0,0.5
Stachy,C,0.07,370.0,838.3799999999999,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,1.0,0.0
Stanoviště,B,0.61,35.0,440.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Stará Ves,T,0.063,215.0,449.78,0.0,215.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Stará Ves nad Ondřejnicí,T,0.024,175.0,446.17,0.0,175.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Staré Křečany,U,0.096,210.0,921.9100000000001,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,1.0,0.0
Staré Město pod Landštejnem,C,2.8,3949.0,402.53,0.0,0.0,3949.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Staré Město pod Sněžníkem,M,1.0659999999999998,5916.0,641.0,5916.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Starý Plzenec,P,1.526,3960.0,666.5,0.0,3960.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Staňkov,P,0.609,7260.0,130.30578512396696,0.0,260.0,7000.0,0.0,0.0,0.0,0.03581267217630854,0.9641873278236914,0.0,0.0
Staříč,T,39.613,157068.0,197.54744441897776,0.0,0.0,132768.0,0.0,24300.0,0.0,0.0,0.8452899381159752,0.0,0.15471006188402475
Stochov,S,14.545,56000.0,656.39,0.0,46480.0,9520.0,0.0,0.0,0.0,0.83,0.17,0.0,0.0
Stod,P,2.318,6600.0,408.08666666666664,0.0,6600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Stonava,T,101.02499999999999,292000.0,450.54503424657537,190077.2,0.0,0.0,0.0,101922.8,0.6509493150684932,0.0,0.0,0.0,0.34905068493150687
Strakonice,C,207.1,507537.0,582.6225276777851,149261.09999999998,4909.000000000001,348275.9,0.0,5090.999999999999,0.29408910089313683,0.009672201238530395,0.6862079020839861,0.0,0.010030795784346755
Strančice,S,0.53,1869.0,722.3230551096843,0.0,1869.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Strašice,P,3.2760000000000002,13800.0,607.15,0.0,13800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Straškov,U,0.19,600.0,486.2,0.0,0.0,600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Stráž,P,0.45,850.0,605.0,0.0,850.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Stráž pod Ralskem,L,15.0,124817.0,511.3406899701162,0.0,124817.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Studénka,T,8.957,26139.0,645.0518619687057,0.0,26139.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Střelice,B,0.795,400.0,460.61,0.0,400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Stříbro,P,18.709000000000003,27524.0,326.7854192704549,0.0,25184.0,0.0,0.0,2340.0,0.0,0.9149832873128906,0.0,0.0,0.08501671268710943
Střížovice,Z,1.12,2950.0,165.0,0.0,0.0,2950.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Suchdol nad Lužnicí,C,0.91,2300.0,699.6,0.0,2300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Suchohrdly u Miroslavi,B,1.3619999999999999,17791.0,242.0,0.0,3736.11,14054.89,0.0,0.0,0.0,0.21000000000000002,0.7899999999999999,0.0,0.0
Sušice,P,27.948000000000004,110789.0,424.73061522353305,0.0,105889.0,4900.0,0.0,0.0,0.0,0.9557717823971694,0.044228217602830605,0.0,0.0
Sušice čp,P,0.17300000000000001,600.0,415.0,0.0,600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Svatava,K,0.0,2000.0,570.0,1983.2,16.8,0.0,0.0,0.0,0.9916,0.008400000000000001,0.0,0.0,0.0
Svatý Jan nad Malší,C,0.49,2939.0,504.4,0.0,0.0,2939.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sviadnov,T,18.0,310000.0,113.48,0.0,0.0,310000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Svitavy,E,26.962,77210.0,551.4636877347493,0.0,77210.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Svoboda nad Úpou,H,0.0,3808.0,462.9,2584.1088,7.2352,1215.8944000000001,0.7615999999999999,0.0,0.6786,0.0019,0.31930000000000003,0.00019999999999999998,0.0
